"Moving Violations",,
"104th Precinct",,
"    July ",,
104sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,10
"Brake Lights (Defect.or Improper)",15,97
"Bus Lane, Driving in",0,0
"Cell Phone",103,655
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",101,648
"Equipment (Other)",0,29
"Fail to Keep Right",1,4
"Fail to Signal",12,118
"Fail to Stop on Signal",56,265
"Following Too Closely",1,4
"Headlights (Defect. or Improper)",4,53
"Improper Lights",0,2
"Improper Passing",4,19
"Improper Turn",33,196
"Improper/Missing Plates",9,60
"Not Giving R of W to Pedes.",49,282
"Not Giving R of W to Veh.",1,8
"One Way Street",3,11
"Pavement Markings",14,139
"Safety Belt",97,807
"School Bus, Passing Stopped",0,9
Speeding,57,315
Spillback,3,14
"Tinted Windows",45,564
"Truck Routes",9,174
U-Turn,0,13
Uninspected,11,62
Uninsured,43,335
"Unlicensed Operator",84,548
Unregistered,22,198
"Unsafe Lane Change",0,3
"Other Movers",129,616
"104    TOTAL Movers ",907,6258
"* All figures are preliminary and subject to change.",,
