66th Precinct,,
December ,,
066sum,,
"",MTD   2014,YTD   2014
Backing Unsafely,0,7
Brake Lights (Defect.or Improper),3,67
"Bus Lane, Driving in",0,0
Cell Phone,79,1497
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,8,320
Disobey Traffic Control Device,107,1327
Equipment (Other),0,0
Fail to Keep Right,0,0
Fail to Signal,49,760
Following Too Closely,0,0
Headlights (Defect. or Improper),1,14
Improper Lights,0,1
Improper Passing,1,6
Improper Turn,9,93
Improper/Missing Plates,0,10
Not Giving R of W to Pedes.,22,329
Not Giving R of W to Veh.,0,4
One Way Street,0,3
Pavement Markings,2,5
Safety Belt,98,1907
"School Bus, Passing Stopped",3,72
Speeding,9,376
Spillback,0,2
Tinted Windows,51,652
Truck Routes,20,254
U-Turn,4,24
Uninspected,1,48
Uninsured,39,544
Unlicensed Operator,41,517
Unregistered,12,113
Unsafe Lane Change,0,7
Other Movers,38,664
066    TOTAL Movers ,597,9623
