"Moving Violations",,
"60th Precinct",,
"December ",,
060sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,21
"Brake Lights (Defect.or Improper)",4,108
"Bus Lane, Driving in",0,10
"Cell Phone",47,1270
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,4
"Disobey Steady Red Signal",22,285
"Disobey Traffic Control Device",61,1637
"Equipment (Other)",0,5
"Fail to Keep Right",0,8
"Fail to Signal",14,184
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",8,200
"Improper Lights",0,6
"Improper Passing",0,2
"Improper Turn",17,290
"Improper/Missing Plates",0,26
"Not Giving R of W to Pedes.",2,215
"Not Giving R of W to Veh.",0,15
"One Way Street",0,4
"Pavement Markings",11,174
"Safety Belt",13,895
"School Bus, Passing Stopped",2,42
Speeding,42,490
Spillback,0,1
"Tinted Windows",40,1194
"Truck Routes",0,1
U-Turn,40,185
Uninspected,2,31
Uninsured,26,445
"Unlicensed Operator",30,427
Unregistered,6,74
"Unsafe Lane Change",0,21
"Other Movers",19,486
"060    TOTAL Movers ",407,8758
"* All figures are preliminary and subject to change.",,
