Transportation Bureau,,
December ,,
cotsum,,
"",  ,  
Backing Unsafely,13,269
Brake Lights (Defect.or Improper),30,559
"Bus Lane, Driving in",30,1793
Cell Phone,453,9488
Commercial Veh on Pkwy,52,1187
Defective Brakes,2,33
Disobey Steady Red Signal,119,4853
Disobey Traffic Control Device,494,21831
Equipment (Other),243,4984
Fail to Keep Right,0,10
Fail to Signal,202,3026
Following Too Closely,48,747
Headlights (Defect. or Improper),24,335
Improper Lights,3,97
Improper Passing,37,1133
Improper Turn,247,5832
Improper/Missing Plates,7,371
Not Giving R of W to Pedes.,15,3732
Not Giving R of W to Veh.,26,372
One Way Street,16,551
Pavement Markings,155,2962
Safety Belt,130,7721
"School Bus, Passing Stopped",2,936
Speeding,4369,75139
Spillback,6,548
Tinted Windows,146,9892
Truck Routes,1,106
U-Turn,0,12
Uninspected,40,1085
Uninsured,67,2211
Unlicensed Operator,249,5088
Unregistered,60,1249
Unsafe Lane Change,97,893
Other Movers,876,20643
TOTAL Movers ,8259,189688
*,,
Transportation Bureau, is a citywide unit whose activity is not tracked by Precinct.,
