"Moving Violations",,
"47th Precinct",,
"December ",,
047sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,18
"Brake Lights (Defect.or Improper)",18,351
"Bus Lane, Driving in",0,0
"Cell Phone",38,554
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",6,179
"Disobey Traffic Control Device",49,834
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",0,1
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",20,387
"Improper Lights",0,0
"Improper Passing",2,14
"Improper Turn",47,795
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",14,187
"Not Giving R of W to Veh.",1,29
"One Way Street",0,2
"Pavement Markings",0,29
"Safety Belt",31,999
"School Bus, Passing Stopped",0,53
Speeding,6,339
Spillback,0,0
"Tinted Windows",53,558
"Truck Routes",0,7
U-Turn,0,0
Uninspected,5,115
Uninsured,49,998
"Unlicensed Operator",28,545
Unregistered,20,321
"Unsafe Lane Change",1,12
"Other Movers",28,338
"047    TOTAL Movers ",417,7671
"* All figures are preliminary and subject to change.",,
