84th Precinct,,
November ,,
"","",""
Backing Unsafely,4,8
Bike Lane,2,2
Bus Lane,5,25
Cell Phone,7,236
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,160,2258
Driving Too Slow,0,0
Equipment,56,604
Equipment (Other),0,1
Excessive Noise,0,0
Fail to Keep Right,0,3
Fail to yield Right of Way to Pedestrian,44,480
Failure to Signal,17,181
Following Too Closely,1,2
Improper Passing,5,52
Improper Taxi Pickup,1,3
Improper Turn,38,444
Improper/Missing Plates,0,7
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),2,50
Not Giving R of W to Veh.,1,9
Obstructed Plate,6,27
One Way Street,3,33
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,2
Red Light,120,1314
School Bus,0,5
Scooter In NYC,0,0
Seat Belt,18,447
Speeding,24,510
Spillback,0,2
TBTA Rule,0,0
Tints,58,322
TLC (Other),0,0
Truck Route,0,0
Uninspected,3,11
Uninsured,8,95
Unlicensed Operator,31,371
Unregistered,5,50
Unsafe Lane Change,1,17
Other Movers,51,728
084TOTAL Movers ,671,8299
