"Moving Violations",,
"60th Precinct",,
"November ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",1,6
"Bike Lane",1,2
"Bus Lane",0,0
"Cell Phone",18,270
"Commercial Veh on Pkwy",0,2
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",174,2209
"Driving Too Slow",0,0
Equipment,22,434
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,4
"Fail to yield Right of Way to Pedestrian",33,528
"Failure to Signal",20,170
"Following Too Closely",0,5
"Improper Passing",0,6
"Improper Taxi Pickup",0,0
"Improper Turn",31,447
"Improper/Missing Plates",4,33
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",0,7
"Not Giving R of W to Veh.",2,16
"Obstructed Plate",11,148
"One Way Street",5,38
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",2,3
"Red Light",34,441
"School Bus",0,20
"Scooter In NYC",0,0
"Seat Belt",30,800
Speeding,121,973
Spillback,0,0
"TBTA Rule",0,0
Tints,130,2282
"TLC (Other)",0,0
"Truck Route",0,1
Uninspected,1,31
Uninsured,15,184
"Unlicensed Operator",29,485
Unregistered,4,82
"Unsafe Lane Change",0,11
"Other Movers",20,424
"060TOTAL Movers ",708,10063
"* All figures are preliminary and subject to change.",,
