"Moving Violations",,
"101st Precinct",,
"November ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",1,6
"Bike Lane",0,0
"Bus Lane",0,0
"Cell Phone",24,407
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",139,1150
"Driving Too Slow",0,0
Equipment,21,218
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,3
"Fail to yield Right of Way to Pedestrian",20,155
"Failure to Signal",14,98
"Following Too Closely",0,1
"Improper Passing",3,21
"Improper Taxi Pickup",0,0
"Improper Turn",37,388
"Improper/Missing Plates",0,3
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",1,2
"Obstructed Plate",3,41
"One Way Street",1,20
Overheight,0,0
Overlength,0,1
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",85,573
"School Bus",0,3
"Scooter In NYC",0,0
"Seat Belt",8,139
Speeding,97,839
Spillback,0,1
"TBTA Rule",0,0
Tints,15,262
"TLC (Other)",0,0
"Truck Route",0,3
Uninspected,3,39
Uninsured,9,122
"Unlicensed Operator",59,591
Unregistered,8,95
"Unsafe Lane Change",0,0
"Other Movers",59,684
"101TOTAL Movers ",607,5866
"* All figures are preliminary and subject to change.",,
