"Moving Violations",,
"44th Precinct",,
"November ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",3,36
"Bike Lane",0,2
"Bus Lane",0,16
"Cell Phone",46,645
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",194,2874
"Driving Too Slow",0,2
Equipment,76,1072
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",1,5
"Fail to yield Right of Way to Pedestrian",18,242
"Failure to Signal",25,188
"Following Too Closely",0,5
"Improper Passing",6,58
"Improper Taxi Pickup",0,2
"Improper Turn",26,290
"Improper/Missing Plates",1,44
"Lamps and Other Equipment on Bicycle",0,2
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",2,39
"Obstructed Plate",19,251
"One Way Street",9,65
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",1,4
"Red Light",50,587
"School Bus",1,17
"Scooter In NYC",0,0
"Seat Belt",24,742
Speeding,31,778
Spillback,3,33
"TBTA Rule",0,0
Tints,88,1085
"TLC (Other)",0,0
"Truck Route",1,1
Uninspected,5,108
Uninsured,21,289
"Unlicensed Operator",62,925
Unregistered,19,339
"Unsafe Lane Change",1,20
"Other Movers",62,635
"044TOTAL Movers ",795,11401
"* All figures are preliminary and subject to change.",,
