
"113th Precinct",,
"   April ",,
"","",""
"Backing Unsafely",1,7
"Bike Lane",0,0
"Bus Lane",0,0
"Cell Phone",39,180
"Commercial Veh on Pkwy",1,15
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",209,1035
"Driving Too Slow",0,0
Equipment,64,242
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",14,90
"Failure to Signal",100,496
"Following Too Closely",1,3
"Improper Passing",8,24
"Improper Taxi Pickup",17,24
"Improper Turn",51,295
"Improper/Missing Plates",4,16
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",3,8
"Obstructed Plate",13,88
"One Way Street",3,9
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",1,8
"Red Light",37,134
"School Bus",2,3
"Scooter In NYC",0,0
"Seat Belt",70,284
Speeding,85,424
Spillback,0,0
"TBTA Rule",0,0
Tints,104,354
"TLC (Other)",0,0
"Truck Route",0,10
Uninspected,10,84
Uninsured,58,219
"Unlicensed Operator",137,572
Unregistered,48,181
"Unsafe Lane Change",1,6
"Other Movers",74,325
"113 TOTAL Movers ",1155,5137

