"Moving Violations",,
Citywide,,
"November ",,
citysum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",112,1283
"Brake Lights (Defect.or Improper)",944,12998
"Bus Lane, Driving in",204,2817
"Cell Phone",6195,79766
"Commercial Veh on Pkwy",180,1476
"Defective Brakes",26,157
"Disobey Steady Red Signal",4357,51068
"Disobey Traffic Control Device",13331,153569
"Equipment (Other)",802,10423
"Fail to Keep Right",13,292
"Fail to Signal",1730,22608
"Following Too Closely",114,1261
"Headlights (Defect. or Improper)",1022,12200
"Improper Lights",117,1832
"Improper Passing",294,3881
"Improper Turn",5607,71157
"Improper/Missing Plates",194,3141
"Not Giving R of W to Pedes.",4419,37006
"Not Giving R of W to Veh.",313,3366
"One Way Street",223,4607
"Pavement Markings",1073,13275
"Safety Belt",4839,77577
"School Bus, Passing Stopped",172,3166
Speeding,15929,125484
Spillback,263,2577
"Tinted Windows",4992,63260
"Truck Routes",304,3966
U-Turn,274,4051
Uninspected,233,3272
Uninsured,2550,28936
"Unlicensed Operator",4197,49032
Unregistered,864,9571
"Unsafe Lane Change",447,5971
"Other Movers",6433,70834
"CitywideTOTAL Movers ",82767,935880
,,
"* All figures are preliminary and subject to change.",,
