"Moving Violations",,
"90th Precinct",,
"November ",,
090sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,6
"Brake Lights (Defect.or Improper)",15,146
"Bus Lane, Driving in",0,0
"Cell Phone",43,849
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,1
"Disobey Steady Red Signal",46,818
"Disobey Traffic Control Device",41,766
"Equipment (Other)",0,13
"Fail to Keep Right",0,2
"Fail to Signal",4,80
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",13,156
"Improper Lights",0,4
"Improper Passing",1,29
"Improper Turn",105,876
"Improper/Missing Plates",1,11
"Not Giving R of W to Pedes.",16,236
"Not Giving R of W to Veh.",3,44
"One Way Street",7,545
"Pavement Markings",5,30
"Safety Belt",77,1330
"School Bus, Passing Stopped",3,14
Speeding,58,239
Spillback,0,2
"Tinted Windows",35,417
"Truck Routes",2,21
U-Turn,0,1
Uninspected,1,7
Uninsured,59,643
"Unlicensed Operator",34,378
Unregistered,5,50
"Unsafe Lane Change",1,4
"Other Movers",66,771
"090TOTAL Movers ",641,8494
,,
"* All figures are preliminary and subject to change.",,
