"Moving Violations",,
"Transportation Bureau",,
"November ",,
cotsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",6,114
"Brake Lights (Defect.or Improper)",68,756
"Bus Lane, Driving in",126,1953
"Cell Phone",684,7275
"Commercial Veh on Pkwy",127,1221
"Defective Brakes",9,47
"Disobey Steady Red Signal",320,4817
"Disobey Traffic Control Device",1765,22042
"Equipment (Other)",586,6934
"Fail to Keep Right",0,40
"Fail to Signal",279,3536
"Following Too Closely",65,788
"Headlights (Defect. or Improper)",18,276
"Improper Lights",2,191
"Improper Passing",60,1027
"Improper Turn",343,5024
"Improper/Missing Plates",28,684
"Not Giving R of W to Pedes.",575,3283
"Not Giving R of W to Veh.",21,329
"One Way Street",8,809
"Pavement Markings",272,3211
"Safety Belt",379,6161
"School Bus, Passing Stopped",5,546
Speeding,7620,81455
Spillback,35,344
"Tinted Windows",430,6217
"Truck Routes",36,588
U-Turn,10,56
Uninspected,66,936
Uninsured,108,1545
"Unlicensed Operator",521,5403
Unregistered,145,1301
"Unsafe Lane Change",89,1086
"Other Movers",2463,24826
"TCDTOTAL Movers ",17269,194821
"* Transportation Bureau is a citywide unit whose activity is not tracked by Precinct.",,
"* All figures are preliminary and subject to change.",,
