"Moving Violations",,
Bronx,,
"November ",,
pbbxsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",18,256
"Brake Lights (Defect.or Improper)",305,4057
"Bus Lane, Driving in",11,133
"Cell Phone",538,6932
"Commercial Veh on Pkwy",1,25
"Defective Brakes",14,33
"Disobey Steady Red Signal",384,4584
"Disobey Traffic Control Device",1669,16813
"Equipment (Other)",25,426
"Fail to Keep Right",5,45
"Fail to Signal",144,1883
"Following Too Closely",2,49
"Headlights (Defect. or Improper)",330,3702
"Improper Lights",5,89
"Improper Passing",19,250
"Improper Turn",782,9955
"Improper/Missing Plates",20,335
"Not Giving R of W to Pedes.",551,4569
"Not Giving R of W to Veh.",25,331
"One Way Street",15,207
"Pavement Markings",100,1361
"Safety Belt",591,7616
"School Bus, Passing Stopped",82,845
Speeding,1455,8308
Spillback,21,181
"Tinted Windows",1170,13558
"Truck Routes",64,377
U-Turn,36,769
Uninspected,23,293
Uninsured,485,5533
"Unlicensed Operator",595,6581
Unregistered,161,1871
"Unsafe Lane Change",26,484
"Other Movers",352,4457
"PBBXTOTAL Movers ",10024,106908
,,
"* All figures are preliminary and subject to change.",,
