"Moving Violations",,
"40th Precinct",,
"November ",,
040sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,8
"Brake Lights (Defect.or Improper)",40,615
"Bus Lane, Driving in",0,0
"Cell Phone",44,666
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",35,534
"Disobey Traffic Control Device",161,1678
"Equipment (Other)",2,135
"Fail to Keep Right",1,11
"Fail to Signal",3,64
"Following Too Closely",0,7
"Headlights (Defect. or Improper)",33,635
"Improper Lights",0,1
"Improper Passing",2,30
"Improper Turn",64,1202
"Improper/Missing Plates",1,43
"Not Giving R of W to Pedes.",65,565
"Not Giving R of W to Veh.",1,22
"One Way Street",3,39
"Pavement Markings",2,100
"Safety Belt",32,588
"School Bus, Passing Stopped",0,21
Speeding,145,902
Spillback,0,10
"Tinted Windows",33,955
"Truck Routes",0,0
U-Turn,1,50
Uninspected,0,20
Uninsured,49,830
"Unlicensed Operator",48,685
Unregistered,9,153
"Unsafe Lane Change",2,18
"Other Movers",15,284
"040TOTAL Movers ",792,10871
,,
"* All figures are preliminary and subject to change.",,
