"Moving Violations",,
"114th Precinct",,
"November ",,
114sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,10
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",95,1444
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",55,667
"Disobey Traffic Control Device",206,3039
"Equipment (Other)",0,34
"Fail to Keep Right",0,4
"Fail to Signal",8,164
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,0
"Improper Lights",7,86
"Improper Passing",2,25
"Improper Turn",39,515
"Improper/Missing Plates",0,5
"Not Giving R of W to Pedes.",19,262
"Not Giving R of W to Veh.",7,31
"One Way Street",0,25
"Pavement Markings",6,120
"Safety Belt",103,1372
"School Bus, Passing Stopped",0,7
Speeding,108,723
Spillback,0,7
"Tinted Windows",45,671
"Truck Routes",0,2
U-Turn,0,0
Uninspected,0,5
Uninsured,13,292
"Unlicensed Operator",57,694
Unregistered,4,32
"Unsafe Lane Change",0,1
"Other Movers",70,867
"114TOTAL Movers ",845,11105
,,
"* All figures are preliminary and subject to change.",,
