"Moving Violations",,
"105th Precinct",,
"November ",,
105sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,6
"Brake Lights (Defect.or Improper)",6,195
"Bus Lane, Driving in",0,0
"Cell Phone",54,721
"Commercial Veh on Pkwy",1,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",14,149
"Disobey Traffic Control Device",107,1554
"Equipment (Other)",0,1
"Fail to Keep Right",0,2
"Fail to Signal",10,229
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",17,157
"Improper Lights",2,3
"Improper Passing",0,19
"Improper Turn",59,436
"Improper/Missing Plates",0,17
"Not Giving R of W to Pedes.",30,203
"Not Giving R of W to Veh.",4,18
"One Way Street",1,5
"Pavement Markings",40,519
"Safety Belt",57,1391
"School Bus, Passing Stopped",0,14
Speeding,170,687
Spillback,0,0
"Tinted Windows",70,890
"Truck Routes",4,40
U-Turn,3,47
Uninspected,7,63
Uninsured,71,705
"Unlicensed Operator",50,539
Unregistered,6,95
"Unsafe Lane Change",1,15
"Other Movers",35,612
"105TOTAL Movers ",821,9337
,,
"* All figures are preliminary and subject to change.",,
