"Moving Violations",,
"61st Precinct",,
"November ",,
061sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",0,7
"Bus Lane, Driving in",0,0
"Cell Phone",127,1518
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",12,106
"Disobey Traffic Control Device",30,311
"Equipment (Other)",2,23
"Fail to Keep Right",0,0
"Fail to Signal",1,33
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",4,11
"Improper Lights",0,2
"Improper Passing",1,23
"Improper Turn",1,97
"Improper/Missing Plates",2,27
"Not Giving R of W to Pedes.",55,463
"Not Giving R of W to Veh.",1,19
"One Way Street",1,30
"Pavement Markings",3,15
"Safety Belt",208,1963
"School Bus, Passing Stopped",1,15
Speeding,79,433
Spillback,1,3
"Tinted Windows",28,486
"Truck Routes",0,0
U-Turn,0,10
Uninspected,1,4
Uninsured,13,169
"Unlicensed Operator",31,337
Unregistered,8,71
"Unsafe Lane Change",1,13
"Other Movers",11,212
"061TOTAL Movers ",623,6405
,,
"* All figures are preliminary and subject to change.",,
