"Moving Violations",,
"83rd Precinct",,
"November ",,
083sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,44
"Brake Lights (Defect.or Improper)",19,284
"Bus Lane, Driving in",0,0
"Cell Phone",86,1038
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",56,740
"Disobey Traffic Control Device",326,3426
"Equipment (Other)",5,68
"Fail to Keep Right",0,16
"Fail to Signal",35,400
"Following Too Closely",1,5
"Headlights (Defect. or Improper)",7,154
"Improper Lights",0,5
"Improper Passing",2,39
"Improper Turn",3,291
"Improper/Missing Plates",4,41
"Not Giving R of W to Pedes.",18,165
"Not Giving R of W to Veh.",1,27
"One Way Street",3,48
"Pavement Markings",5,33
"Safety Belt",39,976
"School Bus, Passing Stopped",1,10
Speeding,23,87
Spillback,0,5
"Tinted Windows",97,653
"Truck Routes",4,46
U-Turn,2,13
Uninspected,1,14
Uninsured,28,326
"Unlicensed Operator",102,1312
Unregistered,22,178
"Unsafe Lane Change",0,1
"Other Movers",61,513
"083TOTAL Movers ",953,10958
,,
"* All figures are preliminary and subject to change.",,
