"Moving Violations",,
"60th Precinct",,
"November ",,
060sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,13
"Brake Lights (Defect.or Improper)",9,119
"Bus Lane, Driving in",0,1
"Cell Phone",35,635
"Commercial Veh on Pkwy",1,14
"Defective Brakes",0,0
"Disobey Steady Red Signal",21,292
"Disobey Traffic Control Device",137,1766
"Equipment (Other)",1,25
"Fail to Keep Right",0,4
"Fail to Signal",32,260
"Following Too Closely",0,8
"Headlights (Defect. or Improper)",22,280
"Improper Lights",4,6
"Improper Passing",0,2
"Improper Turn",8,241
"Improper/Missing Plates",18,121
"Not Giving R of W to Pedes.",36,279
"Not Giving R of W to Veh.",0,13
"One Way Street",0,7
"Pavement Markings",2,133
"Safety Belt",50,765
"School Bus, Passing Stopped",3,73
Speeding,114,657
Spillback,0,0
"Tinted Windows",160,1571
"Truck Routes",0,5
U-Turn,0,169
Uninspected,0,18
Uninsured,19,345
"Unlicensed Operator",58,570
Unregistered,5,72
"Unsafe Lane Change",4,26
"Other Movers",33,488
"060TOTAL Movers ",772,8978
,,
"* All figures are preliminary and subject to change.",,
