Brooklyn South,,
Backing Unsafely,24,62
Brake Lights (Defect.or Improper),51,184
"Bus Lane, Driving in",9,27
Cell Phone,1270,3040
Commercial Veh on Pkwy,24,41
Defective Brakes,1,2
Disobey Steady Red Signal,711,2106
Disobey Traffic Control Device,2136,6026
Equipment (Other),26,77
Fail to Keep Right,1,3
Fail to Signal,296,809
Following Too Closely,6,27
Headlights (Defect. or Improper),105,321
Improper Lights,1,10
Improper Passing,63,191
Improper Turn,779,1962
Improper/Missing Plates,133,385
Not Giving R of W to Pedes.,835,2218
Not Giving R of W to Veh.,84,242
One Way Street,34,93
Pavement Markings,164,408
Safety Belt,1238,3085
"School Bus, Passing Stopped",43,202
Speeding,867,1897
Spillback,22,44
Tinted Windows,1992,5177
Truck Routes,65,113
U-Turn,43,144
Uninspected,48,133
Uninsured,430,1182
Unlicensed Operator,743,1981
Unregistered,139,388
Unsafe Lane Change,52,165
Other Movers,749,1827
TOTAL Movers,13184,34572
