"Moving Violations",,
"71st Precinct",,
"    June ",,
071sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",5,21
"Brake Lights (Defect.or Improper)",6,61
"Bus Lane, Driving in",3,31
"Cell Phone",169,978
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",113,749
"Disobey Traffic Control Device",147,1261
"Equipment (Other)",17,48
"Fail to Keep Right",0,0
"Fail to Signal",32,145
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",2,39
"Improper Lights",0,5
"Improper Passing",15,48
"Improper Turn",23,243
"Improper/Missing Plates",6,28
"Lamps and Other Equipment on Bicycle",0,14
"Not Giving R of W to Pedes.",97,396
"Not Giving R of W to Veh.",4,48
"OBSTRUCTED PLATE",11,44
"One Way Street",0,1
"Pavement Markings",8,38
"Safety Belt",144,862
"School Bus, Passing Stopped",5,37
Speeding,86,402
Spillback,0,16
"Tinted Windows",11,120
"Truck Routes",1,1
U-Turn,0,10
Uninspected,7,61
Uninsured,41,209
"Unlicensed Operator",86,441
Unregistered,17,83
"Unsafe Lane Change",0,6
"Other Movers",90,451
"071TOTAL Movers ",1146,6902
,,
"* All figures are preliminary and subject to change.",,
