"Moving Violations",,
"Brooklyn North",,
"    June ",,
pbbnsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",11,98
"Brake Lights (Defect.or Improper)",84,765
"Bus Lane, Driving in",1,7
"Cell Phone",905,4900
"Commercial Veh on Pkwy",1,20
"Defective Brakes",0,23
"Disobey Steady Red Signal",1217,6665
"Disobey Traffic Control Device",2053,14427
"Equipment (Other)",152,377
"Fail to Keep Right",0,20
"Fail to Signal",163,1266
"Following Too Closely",10,29
"Headlights (Defect. or Improper)",82,818
"Improper Lights",0,25
"Improper Passing",61,243
"Improper Turn",654,4452
"Improper/Missing Plates",42,289
"Lamps and Other Equipment on Bicycle",14,48
"Not Giving R of W to Pedes.",393,2458
"Not Giving R of W to Veh.",30,168
"OBSTRUCTED PLATE",35,298
"One Way Street",80,578
"Pavement Markings",63,355
"Safety Belt",1310,6364
"School Bus, Passing Stopped",21,178
Speeding,574,3873
Spillback,14,76
"Tinted Windows",523,5112
"Truck Routes",36,135
U-Turn,13,102
Uninspected,37,205
Uninsured,216,1754
"Unlicensed Operator",611,3856
Unregistered,150,898
"Unsafe Lane Change",12,75
"Other Movers",1290,6188
"PBBNTOTAL Movers ",10858,67145
,,
"* All figures are preliminary and subject to change.",,
