"Moving Violations",,
"113th Precinct",,
"    June ",,
113sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,10
"Brake Lights (Defect.or Improper)",0,13
"Bus Lane, Driving in",0,0
"Cell Phone",41,338
"Commercial Veh on Pkwy",0,8
"Defective Brakes",0,0
"Disobey Steady Red Signal",19,181
"Disobey Traffic Control Device",137,1054
"Equipment (Other)",19,99
"Fail to Keep Right",0,0
"Fail to Signal",0,14
"Following Too Closely",0,5
"Headlights (Defect. or Improper)",0,30
"Improper Lights",12,108
"Improper Passing",3,24
"Improper Turn",146,1116
"Improper/Missing Plates",0,13
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",6,148
"Not Giving R of W to Veh.",3,14
"OBSTRUCTED PLATE",28,123
"One Way Street",0,0
"Pavement Markings",12,145
"Safety Belt",92,434
"School Bus, Passing Stopped",1,7
Speeding,87,478
Spillback,0,2
"Tinted Windows",59,565
"Truck Routes",1,3
U-Turn,0,5
Uninspected,13,85
Uninsured,38,240
"Unlicensed Operator",104,650
Unregistered,40,209
"Unsafe Lane Change",2,7
"Other Movers",64,418
"113TOTAL Movers ",927,6546
,,
"* All figures are preliminary and subject to change.",,
