"Moving Violations",,
"121st Precinct",,
"    June ",,
121sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,14
"Brake Lights (Defect.or Improper)",5,105
"Bus Lane, Driving in",0,4
"Cell Phone",57,220
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,1
"Disobey Steady Red Signal",45,339
"Disobey Traffic Control Device",274,2024
"Equipment (Other)",8,33
"Fail to Keep Right",0,0
"Fail to Signal",147,970
"Following Too Closely",2,5
"Headlights (Defect. or Improper)",10,89
"Improper Lights",1,4
"Improper Passing",0,5
"Improper Turn",12,56
"Improper/Missing Plates",5,35
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",20,170
"Not Giving R of W to Veh.",1,26
"OBSTRUCTED PLATE",0,7
"One Way Street",0,2
"Pavement Markings",76,417
"Safety Belt",137,696
"School Bus, Passing Stopped",1,20
Speeding,111,842
Spillback,0,0
"Tinted Windows",50,309
"Truck Routes",0,0
U-Turn,2,16
Uninspected,6,21
Uninsured,51,398
"Unlicensed Operator",103,802
Unregistered,14,68
"Unsafe Lane Change",22,115
"Other Movers",119,428
"121TOTAL Movers ",1284,8241
,,
"* All figures are preliminary and subject to change.",,
