"Moving Violations",,
"48th Precinct",,
"    June ",,
048sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,11
"Brake Lights (Defect.or Improper)",9,64
"Bus Lane, Driving in",1,3
"Cell Phone",82,467
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",43,300
"Disobey Traffic Control Device",85,532
"Equipment (Other)",4,53
"Fail to Keep Right",0,0
"Fail to Signal",22,230
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",10,80
"Improper Lights",0,1
"Improper Passing",1,8
"Improper Turn",157,802
"Improper/Missing Plates",0,13
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",25,308
"Not Giving R of W to Veh.",6,34
"OBSTRUCTED PLATE",2,8
"One Way Street",2,17
"Pavement Markings",30,106
"Safety Belt",61,315
"School Bus, Passing Stopped",0,21
Speeding,85,821
Spillback,5,36
"Tinted Windows",69,673
"Truck Routes",0,30
U-Turn,2,25
Uninspected,0,5
Uninsured,19,175
"Unlicensed Operator",68,471
Unregistered,10,95
"Unsafe Lane Change",1,6
"Other Movers",64,343
"048TOTAL Movers ",864,6053
,,
"* All figures are preliminary and subject to change.",,
