"Moving Violations",,
"69th Precinct",,
"    June ",,
069sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",3,41
"Bus Lane, Driving in",0,0
"Cell Phone",107,534
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",26,155
"Disobey Traffic Control Device",100,832
"Equipment (Other)",15,28
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,38
"Improper Lights",0,0
"Improper Passing",20,80
"Improper Turn",74,514
"Improper/Missing Plates",0,0
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",24,212
"Not Giving R of W to Veh.",0,6
"OBSTRUCTED PLATE",14,75
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",188,682
"School Bus, Passing Stopped",0,18
Speeding,42,289
Spillback,1,1
"Tinted Windows",90,747
"Truck Routes",1,17
U-Turn,0,0
Uninspected,9,36
Uninsured,20,146
"Unlicensed Operator",40,267
Unregistered,15,94
"Unsafe Lane Change",0,2
"Other Movers",101,457
"069TOTAL Movers ",891,5273
,,
"* All figures are preliminary and subject to change.",,
