"Moving Violations",,
"83rd Precinct",,
"    June ",,
083sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,8
"Brake Lights (Defect.or Improper)",5,74
"Bus Lane, Driving in",0,0
"Cell Phone",58,328
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,20
"Disobey Steady Red Signal",115,487
"Disobey Traffic Control Device",353,2112
"Equipment (Other)",51,109
"Fail to Keep Right",0,5
"Fail to Signal",37,279
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",4,72
"Improper Lights",0,1
"Improper Passing",3,17
"Improper Turn",25,143
"Improper/Missing Plates",2,11
"Lamps and Other Equipment on Bicycle",2,24
"Not Giving R of W to Pedes.",14,104
"Not Giving R of W to Veh.",1,3
"OBSTRUCTED PLATE",0,4
"One Way Street",6,13
"Pavement Markings",2,22
"Safety Belt",160,701
"School Bus, Passing Stopped",0,21
Speeding,10,63
Spillback,0,0
"Tinted Windows",50,636
"Truck Routes",27,66
U-Turn,0,0
Uninspected,4,5
Uninsured,32,260
"Unlicensed Operator",106,625
Unregistered,22,133
"Unsafe Lane Change",2,9
"Other Movers",92,444
"083TOTAL Movers ",1185,6803
,,
"* All figures are preliminary and subject to change.",,
