"Moving Violations",,
"108th Precinct",,
"    June ",,
108sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",1,3
"Bus Lane, Driving in",0,0
"Cell Phone",148,472
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",100,668
"Disobey Traffic Control Device",318,1971
"Equipment (Other)",14,18
"Fail to Keep Right",0,0
"Fail to Signal",11,82
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,2
"Improper Lights",0,0
"Improper Passing",2,13
"Improper Turn",150,1118
"Improper/Missing Plates",0,7
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",32,322
"Not Giving R of W to Veh.",2,7
"OBSTRUCTED PLATE",7,35
"One Way Street",2,2
"Pavement Markings",6,6
"Safety Belt",96,375
"School Bus, Passing Stopped",0,5
Speeding,62,390
Spillback,0,0
"Tinted Windows",22,200
"Truck Routes",0,0
U-Turn,0,0
Uninspected,1,7
Uninsured,10,92
"Unlicensed Operator",77,361
Unregistered,7,23
"Unsafe Lane Change",10,27
"Other Movers",181,689
"108TOTAL Movers ",1259,6900
,,
"* All figures are preliminary and subject to change.",,
