"Moving Violations",,
"25th Precinct",,
"    June ",,
025sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,24
"Brake Lights (Defect.or Improper)",9,30
"Bus Lane, Driving in",3,8
"Cell Phone",171,1080
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",65,430
"Disobey Traffic Control Device",125,724
"Equipment (Other)",83,203
"Fail to Keep Right",0,0
"Fail to Signal",2,33
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",12,23
"Improper Lights",0,0
"Improper Passing",5,5
"Improper Turn",254,1515
"Improper/Missing Plates",26,46
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",148,645
"Not Giving R of W to Veh.",1,4
"OBSTRUCTED PLATE",4,47
"One Way Street",0,9
"Pavement Markings",4,14
"Safety Belt",128,825
"School Bus, Passing Stopped",0,34
Speeding,39,266
Spillback,1,6
"Tinted Windows",12,340
"Truck Routes",0,3
U-Turn,1,21
Uninspected,18,37
Uninsured,19,57
"Unlicensed Operator",35,144
Unregistered,12,56
"Unsafe Lane Change",12,39
"Other Movers",64,295
"025TOTAL Movers ",1257,6966
,,
"* All figures are preliminary and subject to change.",,
