"Moving Violations",,
"112th Precinct",,
"   April ",,
112sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",3,6
"Bus Lane, Driving in",0,9
"Cell Phone",37,208
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",122,324
"Disobey Traffic Control Device",181,928
"Equipment (Other)",11,26
"Fail to Keep Right",0,0
"Fail to Signal",4,9
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",1,8
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",66,242
"Improper/Missing Plates",5,9
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",177,713
"Not Giving R of W to Veh.",0,2
"OBSTRUCTED PLATE",10,31
"One Way Street",4,6
"Pavement Markings",0,2
"Safety Belt",21,123
"School Bus, Passing Stopped",3,10
Speeding,126,535
Spillback,0,1
"Tinted Windows",28,134
"Truck Routes",0,3
U-Turn,0,0
Uninspected,0,0
Uninsured,15,68
"Unlicensed Operator",30,117
Unregistered,7,22
"Unsafe Lane Change",1,3
"Other Movers",53,222
"112TOTAL Movers ",906,3763
,,
"* All figures are preliminary and subject to change.",,
