"Moving Violations",,
"60th Precinct",,
"   April ",,
060sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",8,37
"Bus Lane, Driving in",0,0
"Cell Phone",60,252
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,1
"Disobey Steady Red Signal",22,107
"Disobey Traffic Control Device",218,866
"Equipment (Other)",5,15
"Fail to Keep Right",0,0
"Fail to Signal",20,95
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",11,60
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",33,117
"Improper/Missing Plates",21,83
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",52,184
"Not Giving R of W to Veh.",0,1
"OBSTRUCTED PLATE",1,10
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",76,240
"School Bus, Passing Stopped",16,22
Speeding,119,414
Spillback,0,0
"Tinted Windows",251,1152
"Truck Routes",0,1
U-Turn,0,1
Uninspected,3,5
Uninsured,11,62
"Unlicensed Operator",61,217
Unregistered,3,26
"Unsafe Lane Change",0,0
"Other Movers",12,79
"060TOTAL Movers ",1004,4048
,,
"* All figures are preliminary and subject to change.",,
