"Moving Violations",,
"122nd Precinct",,
"   April ",,
122sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",3,8
"Brake Lights (Defect.or Improper)",15,36
"Bus Lane, Driving in",0,3
"Cell Phone",73,349
"Commercial Veh on Pkwy",0,5
"Defective Brakes",0,3
"Disobey Steady Red Signal",34,160
"Disobey Traffic Control Device",291,1092
"Equipment (Other)",2,29
"Fail to Keep Right",1,2
"Fail to Signal",51,260
"Following Too Closely",1,5
"Headlights (Defect. or Improper)",6,33
"Improper Lights",0,0
"Improper Passing",8,15
"Improper Turn",44,120
"Improper/Missing Plates",26,63
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",65,212
"Not Giving R of W to Veh.",5,20
"OBSTRUCTED PLATE",3,11
"One Way Street",3,16
"Pavement Markings",0,33
"Safety Belt",95,353
"School Bus, Passing Stopped",14,31
Speeding,180,785
Spillback,0,0
"Tinted Windows",66,227
"Truck Routes",0,1
U-Turn,9,22
Uninspected,13,48
Uninsured,69,234
"Unlicensed Operator",73,292
Unregistered,11,49
"Unsafe Lane Change",6,24
"Other Movers",166,809
"122TOTAL Movers ",1333,5350
,,
"* All figures are preliminary and subject to change.",,
