"Moving Violations",,
"Brooklyn South",,
"   April ",,
pbbssum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",26,82
"Brake Lights (Defect.or Improper)",51,217
"Bus Lane, Driving in",4,27
"Cell Phone",1021,4538
"Commercial Veh on Pkwy",4,20
"Defective Brakes",1,3
"Disobey Steady Red Signal",834,3638
"Disobey Traffic Control Device",2301,9068
"Equipment (Other)",207,343
"Fail to Keep Right",0,3
"Fail to Signal",264,1048
"Following Too Closely",1,9
"Headlights (Defect. or Improper)",38,222
"Improper Lights",3,11
"Improper Passing",104,255
"Improper Turn",604,2613
"Improper/Missing Plates",95,315
"Lamps and Other Equipment on Bicycle",2,5
"Not Giving R of W to Pedes.",765,3518
"Not Giving R of W to Veh.",75,250
"OBSTRUCTED PLATE",114,352
"One Way Street",19,95
"Pavement Markings",186,625
"Safety Belt",1183,4529
"School Bus, Passing Stopped",129,232
Speeding,882,3443
Spillback,6,49
"Tinted Windows",1286,5876
"Truck Routes",43,144
U-Turn,48,216
Uninspected,65,219
Uninsured,273,1135
"Unlicensed Operator",818,3140
Unregistered,139,535
"Unsafe Lane Change",71,230
"Other Movers",928,3567
"PBBSTOTAL Movers ",12590,50572
,,
"* All figures are preliminary and subject to change.",,
