"Moving Violations",,
"113th Precinct",,
"   April ",,
113sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",0,12
"Bus Lane, Driving in",0,0
"Cell Phone",67,231
"Commercial Veh on Pkwy",1,8
"Defective Brakes",0,0
"Disobey Steady Red Signal",25,137
"Disobey Traffic Control Device",149,716
"Equipment (Other)",21,54
"Fail to Keep Right",0,0
"Fail to Signal",5,14
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",4,29
"Improper Lights",17,79
"Improper Passing",0,16
"Improper Turn",160,839
"Improper/Missing Plates",0,13
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",17,111
"Not Giving R of W to Veh.",3,9
"OBSTRUCTED PLATE",29,70
"One Way Street",0,0
"Pavement Markings",22,105
"Safety Belt",86,234
"School Bus, Passing Stopped",1,3
Speeding,53,330
Spillback,0,2
"Tinted Windows",118,410
"Truck Routes",0,1
U-Turn,1,4
Uninspected,5,59
Uninsured,37,167
"Unlicensed Operator",104,445
Unregistered,36,117
"Unsafe Lane Change",1,4
"Other Movers",99,282
"113TOTAL Movers ",1061,4509
,,
"* All figures are preliminary and subject to change.",,
