81st Precinct,,
"","",""
Backing Unsafely,1,5
Bike Lane,1,6
Bus Lane,0,0
Cell Phone,26,484
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,54,1099
Driving Too Slow,0,0
Equipment,68,918
Equipment (Other),0,1
Excessive Noise,0,0
Fail to Keep Right,0,1
Fail to yield Right of Way to Pedestrian,22,268
Failure to Signal,26,177
Following Too Closely,0,0
Improper Passing,0,7
Improper Taxi Pickup,0,0
Improper Turn,4,46
Improper/Missing Plates,0,3
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,0
Not Giving R of W to Veh.,0,3
Obstructed Plate,3,32
One Way Street,2,17
Overheight,0,0
Overlength,0,0
Overweight,0,1
Overwidth,0,0
Pavement Markings,0,0
Red Light,51,360
School Bus,2,3
Scooter In NYC,0,0
Seat Belt,101,961
Speeding,32,324
Spillback,1,5
TBTA Rule,0,0
Tints,8,172
TLC (Other),0,0
Truck Route,1,26
Uninspected,0,20
Uninsured,18,194
Unlicensed Operator,27,422
Unregistered,5,77
Unsafe Lane Change,1,6
Other Movers,59,782
081TOTAL Movers ,513,6420
