"Moving Violations",,
"Patrol Bureau",,
September,,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",49,612
"Bike Lane",44,367
"Bus Lane",72,1108
"Cell Phone",3231,35892
"Commercial Veh on Pkwy",11,222
"Cruising For Passengers",0,11
"Disobey Traffic Control Device",12453,132623
"Driving Too Slow",1,22
Equipment,1794,19550
"Equipment (Other)",4,35
"Excessive Noise",0,3
"Fail to Keep Right",11,95
"Fail to yield Right of Way to Pedestrian",3386,39089
"Failure to Signal",1095,13270
"Following Too Closely",21,189
"Improper Passing",146,1564
"Improper Taxi Pickup",18,374
"Improper Turn",5280,58699
"Improper/Missing Plates",71,870
"Lamps and Other Equipment on Bicycle",6,77
"Motorcycle (Other)",108,906
"Not Giving R of W to Veh.",80,959
"Obstructed Plate",492,5327
"One Way Street",342,3663
Overheight,2,4
Overlength,3,29
Overweight,0,1
Overwidth,0,0
"Pavement Markings",10,147
"Red Light",5181,52660
"School Bus",106,1399
"Scooter In NYC",0,9
"Seat Belt",5233,54790
Speeding,5337,52211
Spillback,53,723
"TBTA Rule",0,0
Tints,2391,31291
"TLC (Other)",0,1
"Truck Route",104,1452
Uninspected,154,2319
Uninsured,827,9957
"Unlicensed Operator",3354,34667
Unregistered,601,6784
"Unsafe Lane Change",196,2302
"Other Movers",5636,57536
"PATROLTOTAL Movers ",57903,623809
"* All figures are preliminary and subject to change.",,
