120th Precinct,,
"","",""
Backing Unsafely,0,4
Bike Lane,0,3
Bus Lane,0,0
Cell Phone,63,627
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,108,1494
Driving Too Slow,0,0
Equipment,13,178
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,1,1
Fail to yield Right of Way to Pedestrian,23,329
Failure to Signal,21,372
Following Too Closely,0,8
Improper Passing,6,81
Improper Taxi Pickup,0,0
Improper Turn,2,42
Improper/Missing Plates,1,10
Lamps and Other Equipment on Bicycle,0,1
Motorcycle (Other),0,0
Not Giving R of W to Veh.,0,16
Obstructed Plate,6,97
One Way Street,2,40
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,79,895
School Bus,6,57
Scooter In NYC,0,0
Seat Belt,59,837
Speeding,93,1061
Spillback,0,0
TBTA Rule,0,0
Tints,65,855
TLC (Other),0,0
Truck Route,0,0
Uninspected,4,25
Uninsured,21,211
Unlicensed Operator,93,1001
Unregistered,11,104
Unsafe Lane Change,2,6
Other Movers,93,1123
120TOTAL Movers ,772,9478
