121st Precinct,,
"","",""
Backing Unsafely,0,12
Bike Lane,0,0
Bus Lane,1,39
Cell Phone,34,358
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,205,2691
Driving Too Slow,0,0
Equipment,35,450
Equipment (Other),1,1
Excessive Noise,0,0
Fail to Keep Right,0,0
Fail to yield Right of Way to Pedestrian,19,271
Failure to Signal,53,790
Following Too Closely,0,7
Improper Passing,0,8
Improper Taxi Pickup,0,0
Improper Turn,17,222
Improper/Missing Plates,4,23
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),1,3
Not Giving R of W to Veh.,8,25
Obstructed Plate,5,96
One Way Street,3,9
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,2
Red Light,85,715
School Bus,2,24
Scooter In NYC,0,0
Seat Belt,134,1389
Speeding,167,1429
Spillback,0,0
TBTA Rule,0,0
Tints,72,796
TLC (Other),0,0
Truck Route,0,0
Uninspected,1,32
Uninsured,26,416
Unlicensed Operator,99,1012
Unregistered,9,138
Unsafe Lane Change,3,144
Other Movers,82,866
121TOTAL Movers ,1066,11968
