"Moving Violations",,
"45th Precinct",,
September,,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",0,3
"Bike Lane",0,0
"Bus Lane",0,0
"Cell Phone",12,385
"Commercial Veh on Pkwy",2,9
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",108,1231
"Driving Too Slow",0,0
Equipment,39,317
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",6,212
"Failure to Signal",10,79
"Following Too Closely",4,15
"Improper Passing",4,27
"Improper Taxi Pickup",0,0
"Improper Turn",5,134
"Improper/Missing Plates",1,49
"Lamps and Other Equipment on Bicycle",0,2
"Motorcycle (Other)",1,2
"Not Giving R of W to Veh.",1,7
"Obstructed Plate",8,65
"One Way Street",6,25
Overheight,2,2
Overlength,2,2
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,4
"Red Light",35,264
"School Bus",2,36
"Scooter In NYC",0,0
"Seat Belt",29,279
Speeding,161,1291
Spillback,0,11
"TBTA Rule",0,0
Tints,64,905
"TLC (Other)",0,0
"Truck Route",2,3
Uninspected,1,45
Uninsured,13,224
"Unlicensed Operator",58,456
Unregistered,11,130
"Unsafe Lane Change",8,41
"Other Movers",26,406
"045TOTAL Movers ",621,6662
"* All figures are preliminary and subject to change.",,
