100th Precinct,,
"","",""
Backing Unsafely,0,4
Bike Lane,0,1
Bus Lane,0,0
Cell Phone,41,350
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,4
Disobey Traffic Control Device,66,798
Driving Too Slow,0,0
Equipment,14,173
Equipment (Other),0,2
Excessive Noise,0,0
Fail to Keep Right,0,1
Fail to yield Right of Way to Pedestrian,3,58
Failure to Signal,12,288
Following Too Closely,0,6
Improper Passing,1,48
Improper Taxi Pickup,0,1
Improper Turn,6,56
Improper/Missing Plates,0,4
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,0
Not Giving R of W to Veh.,0,3
Obstructed Plate,6,44
One Way Street,3,27
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,2
Red Light,33,607
School Bus,0,15
Scooter In NYC,0,0
Seat Belt,7,169
Speeding,70,716
Spillback,0,0
TBTA Rule,0,0
Tints,8,108
TLC (Other),0,0
Truck Route,0,0
Uninspected,2,22
Uninsured,6,123
Unlicensed Operator,24,343
Unregistered,3,30
Unsafe Lane Change,0,7
Other Movers,98,873
100TOTAL Movers ,403,4883
