"Moving Violations",,
"42nd Precinct",,
September,,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",2,10
"Bike Lane",0,1
"Bus Lane",0,19
"Cell Phone",46,441
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",133,1406
"Driving Too Slow",0,1
Equipment,34,289
"Equipment (Other)",0,1
"Excessive Noise",0,0
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",15,327
"Failure to Signal",26,346
"Following Too Closely",1,2
"Improper Passing",1,6
"Improper Taxi Pickup",0,0
"Improper Turn",80,894
"Improper/Missing Plates",2,7
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",0,1
"Not Giving R of W to Veh.",2,13
"Obstructed Plate",3,40
"One Way Street",4,21
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",75,764
"School Bus",5,42
"Scooter In NYC",0,0
"Seat Belt",44,335
Speeding,39,533
Spillback,0,12
"TBTA Rule",0,0
Tints,40,517
"TLC (Other)",0,0
"Truck Route",0,0
Uninspected,3,20
Uninsured,9,85
"Unlicensed Operator",42,450
Unregistered,23,103
"Unsafe Lane Change",0,5
"Other Movers",64,431
"042TOTAL Movers ",693,7123
"* All figures are preliminary and subject to change.",,
