"Moving Violations",,
"72nd Precinct",,
"February ",,
072sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,5
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",34,58
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",82,140
"Disobey Traffic Control Device",205,336
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",18,32
"Following Too Closely",7,11
"Headlights (Defect. or Improper)",0,0
"Improper Lights",0,0
"Improper Passing",4,7
"Improper Turn",36,66
"Improper/Missing Plates",27,42
"Not Giving R of W to Pedes.",56,108
"Not Giving R of W to Veh.",19,37
"One Way Street",1,2
"Pavement Markings",59,113
"Safety Belt",32,51
"School Bus, Passing Stopped",4,10
Speeding,56,88
Spillback,3,3
"Tinted Windows",40,99
"Truck Routes",0,0
U-Turn,6,16
Uninspected,2,2
Uninsured,12,27
"Unlicensed Operator",50,103
Unregistered,15,25
"Unsafe Lane Change",25,29
"Other Movers",30,65
"072TOTAL Movers ",824,1475
,,
"* All figures are preliminary and subject to change.",,
