"Moving Violations",,
"121st Precinct",,
"February ",,
121sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,4
"Brake Lights (Defect.or Improper)",35,59
"Bus Lane, Driving in",1,2
"Cell Phone",32,61
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",21,64
"Disobey Traffic Control Device",342,570
"Equipment (Other)",10,18
"Fail to Keep Right",0,0
"Fail to Signal",279,521
"Following Too Closely",7,11
"Headlights (Defect. or Improper)",20,43
"Improper Lights",1,6
"Improper Passing",1,2
"Improper Turn",3,11
"Improper/Missing Plates",12,25
"Not Giving R of W to Pedes.",18,35
"Not Giving R of W to Veh.",27,51
"One Way Street",2,2
"Pavement Markings",6,31
"Safety Belt",76,126
"School Bus, Passing Stopped",3,15
Speeding,92,181
Spillback,0,0
"Tinted Windows",118,220
"Truck Routes",0,0
U-Turn,14,18
Uninspected,1,8
Uninsured,75,140
"Unlicensed Operator",155,297
Unregistered,17,26
"Unsafe Lane Change",7,10
"Other Movers",72,106
"121TOTAL Movers ",1449,2663
,,
"* All figures are preliminary and subject to change.",,
