"Moving Violations",,
"68th Precinct",,
"February ",,
068sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",1,1
"Bus Lane, Driving in",0,0
"Cell Phone",36,54
"Commercial Veh on Pkwy",4,10
"Defective Brakes",0,1
"Disobey Steady Red Signal",91,131
"Disobey Traffic Control Device",110,205
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",33,40
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",0,0
"Improper Passing",18,21
"Improper Turn",121,189
"Improper/Missing Plates",7,7
"Not Giving R of W to Pedes.",101,117
"Not Giving R of W to Veh.",1,1
"One Way Street",1,1
"Pavement Markings",2,9
"Safety Belt",92,128
"School Bus, Passing Stopped",2,12
Speeding,46,57
Spillback,2,8
"Tinted Windows",96,156
"Truck Routes",5,14
U-Turn,1,4
Uninspected,0,1
Uninsured,33,62
"Unlicensed Operator",39,68
Unregistered,5,11
"Unsafe Lane Change",0,1
"Other Movers",44,68
"068TOTAL Movers ",892,1378
,,
"* All figures are preliminary and subject to change.",,
