"Moving Violations",,
"120th Precinct",,
"February ",,
120sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",21,47
"Bus Lane, Driving in",0,1
"Cell Phone",73,152
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",109,211
"Disobey Traffic Control Device",188,356
"Equipment (Other)",12,12
"Fail to Keep Right",0,0
"Fail to Signal",42,98
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",26,64
"Improper Lights",0,0
"Improper Passing",13,18
"Improper Turn",12,17
"Improper/Missing Plates",19,27
"Not Giving R of W to Pedes.",32,47
"Not Giving R of W to Veh.",5,11
"One Way Street",0,3
"Pavement Markings",0,0
"Safety Belt",64,145
"School Bus, Passing Stopped",2,13
Speeding,103,192
Spillback,0,0
"Tinted Windows",108,217
"Truck Routes",0,0
U-Turn,1,1
Uninspected,1,3
Uninsured,45,105
"Unlicensed Operator",136,245
Unregistered,13,23
"Unsafe Lane Change",1,1
"Other Movers",111,197
"120TOTAL Movers ",1138,2210
,,
"* All figures are preliminary and subject to change.",,
