"Moving Violations",,
"105th Precinct",,
"October  ",,
105sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",10,189
"Bus Lane, Driving in",0,0
"Cell Phone",86,667
"Commercial Veh on Pkwy",1,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",10,135
"Disobey Traffic Control Device",180,1447
"Equipment (Other)",0,1
"Fail to Keep Right",0,2
"Fail to Signal",21,219
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",19,140
"Improper Lights",0,1
"Improper Passing",4,19
"Improper Turn",37,377
"Improper/Missing Plates",0,17
"Not Giving R of W to Pedes.",10,173
"Not Giving R of W to Veh.",1,14
"One Way Street",0,4
"Pavement Markings",34,479
"Safety Belt",126,1334
"School Bus, Passing Stopped",0,14
Speeding,19,517
Spillback,0,0
"Tinted Windows",91,820
"Truck Routes",28,36
U-Turn,2,44
Uninspected,5,56
Uninsured,72,634
"Unlicensed Operator",43,489
Unregistered,9,89
"Unsafe Lane Change",0,14
"Other Movers",52,577
"105TOTAL Movers ",860,8516
,,
"* All figures are preliminary and subject to change.",,
