"Moving Violations",,
"41st Precinct",,
"October  ",,
041sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,11
"Brake Lights (Defect.or Improper)",16,103
"Bus Lane, Driving in",0,0
"Cell Phone",26,339
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",37,368
"Disobey Traffic Control Device",199,1791
"Equipment (Other)",4,23
"Fail to Keep Right",0,3
"Fail to Signal",8,96
"Following Too Closely",1,4
"Headlights (Defect. or Improper)",25,151
"Improper Lights",0,3
"Improper Passing",2,13
"Improper Turn",46,753
"Improper/Missing Plates",3,48
"Not Giving R of W to Pedes.",43,475
"Not Giving R of W to Veh.",2,26
"One Way Street",1,44
"Pavement Markings",22,163
"Safety Belt",43,463
"School Bus, Passing Stopped",6,33
Speeding,92,917
Spillback,2,23
"Tinted Windows",124,525
"Truck Routes",17,191
U-Turn,9,205
Uninspected,4,11
Uninsured,50,461
"Unlicensed Operator",39,358
Unregistered,16,164
"Unsafe Lane Change",2,12
"Other Movers",29,298
"041TOTAL Movers ",868,8075
,,
"* All figures are preliminary and subject to change.",,
