"Moving Violations",,
"75th Precinct",,
"October  ",,
075sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",4,33
"Brake Lights (Defect.or Improper)",4,119
"Bus Lane, Driving in",0,0
"Cell Phone",105,913
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",149,816
"Disobey Traffic Control Device",149,1410
"Equipment (Other)",1,84
"Fail to Keep Right",2,4
"Fail to Signal",43,503
"Following Too Closely",8,34
"Headlights (Defect. or Improper)",5,100
"Improper Lights",1,2
"Improper Passing",8,87
"Improper Turn",90,717
"Improper/Missing Plates",0,35
"Not Giving R of W to Pedes.",40,382
"Not Giving R of W to Veh.",2,34
"One Way Street",1,22
"Pavement Markings",23,57
"Safety Belt",255,2187
"School Bus, Passing Stopped",6,31
Speeding,45,468
Spillback,1,16
"Tinted Windows",278,2249
"Truck Routes",1,5
U-Turn,3,25
Uninspected,8,100
Uninsured,31,435
"Unlicensed Operator",137,1154
Unregistered,18,313
"Unsafe Lane Change",5,27
"Other Movers",185,1834
"075TOTAL Movers ",1608,14196
,,
"* All figures are preliminary and subject to change.",,
