"Moving Violations",,
"46th Precinct",,
"October  ",,
046sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",7,50
"Brake Lights (Defect.or Improper)",7,100
"Bus Lane, Driving in",0,22
"Cell Phone",78,595
"Commercial Veh on Pkwy",1,1
"Defective Brakes",0,2
"Disobey Steady Red Signal",47,446
"Disobey Traffic Control Device",219,1651
"Equipment (Other)",1,25
"Fail to Keep Right",0,1
"Fail to Signal",30,195
"Following Too Closely",0,8
"Headlights (Defect. or Improper)",16,73
"Improper Lights",0,0
"Improper Passing",1,11
"Improper Turn",46,702
"Improper/Missing Plates",2,10
"Not Giving R of W to Pedes.",28,493
"Not Giving R of W to Veh.",1,40
"One Way Street",0,17
"Pavement Markings",17,163
"Safety Belt",41,553
"School Bus, Passing Stopped",15,82
Speeding,45,623
Spillback,1,7
"Tinted Windows",481,2912
"Truck Routes",1,1
U-Turn,7,86
Uninspected,2,12
Uninsured,90,700
"Unlicensed Operator",73,566
Unregistered,28,174
"Unsafe Lane Change",4,49
"Other Movers",130,1223
"046TOTAL Movers ",1419,11593
,,
"* All figures are preliminary and subject to change.",,
