"Moving Violations",,
"Patrol Bureau",,
"October  ",,
patrolsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",89,1061
"Brake Lights (Defect.or Improper)",1016,11354
"Bus Lane, Driving in",122,786
"Cell Phone",7176,66979
"Commercial Veh on Pkwy",36,201
"Defective Brakes",15,89
"Disobey Steady Red Signal",4725,42194
"Disobey Traffic Control Device",13451,119943
"Equipment (Other)",234,3268
"Fail to Keep Right",19,238
"Fail to Signal",1958,17611
"Following Too Closely",58,423
"Headlights (Defect. or Improper)",1056,10878
"Improper Lights",122,1521
"Improper Passing",298,2616
"Improper Turn",6575,60864
"Improper/Missing Plates",183,2287
"Not Giving R of W to Pedes.",3221,29879
"Not Giving R of W to Veh.",315,2744
"One Way Street",363,3581
"Pavement Markings",976,9259
"Safety Belt",6637,66951
"School Bus, Passing Stopped",266,2453
Speeding,4313,35684
Spillback,191,2005
"Tinted Windows",5860,52457
"Truck Routes",459,3110
U-Turn,305,3731
Uninspected,222,2169
Uninsured,2638,24937
"Unlicensed Operator",4312,39927
Unregistered,744,7543
"Unsafe Lane Change",463,4526
"Other Movers",4555,42019
"PATROLTOTAL Movers ",72973,675288
,,
"* All figures are preliminary and subject to change.",,
