"Moving Violations",,
"43rd Precinct",,
"October  ",,
043sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",4,52
"Brake Lights (Defect.or Improper)",73,556
"Bus Lane, Driving in",0,0
"Cell Phone",68,415
"Commercial Veh on Pkwy",0,7
"Defective Brakes",0,7
"Disobey Steady Red Signal",53,210
"Disobey Traffic Control Device",133,787
"Equipment (Other)",18,51
"Fail to Keep Right",0,1
"Fail to Signal",40,544
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",78,635
"Improper Lights",0,4
"Improper Passing",3,30
"Improper Turn",74,862
"Improper/Missing Plates",5,33
"Not Giving R of W to Pedes.",51,476
"Not Giving R of W to Veh.",0,13
"One Way Street",1,8
"Pavement Markings",21,72
"Safety Belt",53,490
"School Bus, Passing Stopped",3,53
Speeding,66,421
Spillback,0,2
"Tinted Windows",67,529
"Truck Routes",1,17
U-Turn,3,31
Uninspected,0,3
Uninsured,20,218
"Unlicensed Operator",65,512
Unregistered,9,77
"Unsafe Lane Change",8,226
"Other Movers",87,552
"043TOTAL Movers ",1004,7896
,,
"* All figures are preliminary and subject to change.",,
