"Moving Violations",,
"77th Precinct",,
"October  ",,
077sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",3,35
"Brake Lights (Defect.or Improper)",62,599
"Bus Lane, Driving in",3,139
"Cell Phone",139,940
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",89,971
"Disobey Traffic Control Device",235,2277
"Equipment (Other)",0,0
"Fail to Keep Right",0,13
"Fail to Signal",43,468
"Following Too Closely",0,6
"Headlights (Defect. or Improper)",87,785
"Improper Lights",0,0
"Improper Passing",3,29
"Improper Turn",26,617
"Improper/Missing Plates",0,7
"Not Giving R of W to Pedes.",23,311
"Not Giving R of W to Veh.",2,54
"One Way Street",2,61
"Pavement Markings",41,334
"Safety Belt",64,688
"School Bus, Passing Stopped",2,35
Speeding,276,1376
Spillback,6,45
"Tinted Windows",170,913
"Truck Routes",0,8
U-Turn,5,61
Uninspected,1,24
Uninsured,64,536
"Unlicensed Operator",81,587
Unregistered,19,231
"Unsafe Lane Change",1,19
"Other Movers",197,1483
"077TOTAL Movers ",1644,13653
,,
"* All figures are preliminary and subject to change.",,
