"Moving Violations",,
"83rd Precinct",,
"October  ",,
083sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",6,42
"Brake Lights (Defect.or Improper)",35,265
"Bus Lane, Driving in",0,0
"Cell Phone",92,952
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",71,684
"Disobey Traffic Control Device",294,3100
"Equipment (Other)",1,63
"Fail to Keep Right",2,16
"Fail to Signal",31,365
"Following Too Closely",1,4
"Headlights (Defect. or Improper)",15,147
"Improper Lights",1,5
"Improper Passing",4,37
"Improper Turn",17,288
"Improper/Missing Plates",3,37
"Not Giving R of W to Pedes.",19,147
"Not Giving R of W to Veh.",0,26
"One Way Street",0,45
"Pavement Markings",3,28
"Safety Belt",100,937
"School Bus, Passing Stopped",0,9
Speeding,8,64
Spillback,0,5
"Tinted Windows",58,556
"Truck Routes",11,42
U-Turn,1,11
Uninspected,1,13
Uninsured,28,298
"Unlicensed Operator",135,1210
Unregistered,11,156
"Unsafe Lane Change",0,1
"Other Movers",64,452
"083TOTAL Movers ",1012,10005
,,
"* All figures are preliminary and subject to change.",,
