"Moving Violations",,
"40th Precinct",,
"October  ",,
040sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",58,575
"Bus Lane, Driving in",0,0
"Cell Phone",66,622
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",43,499
"Disobey Traffic Control Device",180,1517
"Equipment (Other)",16,133
"Fail to Keep Right",1,10
"Fail to Signal",3,61
"Following Too Closely",3,7
"Headlights (Defect. or Improper)",32,602
"Improper Lights",0,1
"Improper Passing",2,28
"Improper Turn",103,1138
"Improper/Missing Plates",5,42
"Not Giving R of W to Pedes.",32,500
"Not Giving R of W to Veh.",2,21
"One Way Street",3,36
"Pavement Markings",6,98
"Safety Belt",41,556
"School Bus, Passing Stopped",1,21
Speeding,88,757
Spillback,1,10
"Tinted Windows",56,922
"Truck Routes",0,0
U-Turn,2,49
Uninspected,4,20
Uninsured,52,781
"Unlicensed Operator",51,637
Unregistered,12,144
"Unsafe Lane Change",1,16
"Other Movers",29,269
"040TOTAL Movers ",894,10079
,,
"* All figures are preliminary and subject to change.",,
