"Moving Violations",,
"Patrol Bureau",,
" January ",,
"Offense Description","MTD 2020","YTD 2020"
"Backing Unsafely",52,52
"Bike Lane",209,209
"Bus Lane",96,96
"Cell Phone",2550,2550
"Commercial Veh on Pkwy",22,22
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",14385,14385
"Driving Too Slow",2,2
Equipment,1580,1580
"Equipment (Other)",6,6
"Excessive Noise",0,0
"Fail to Keep Right",10,10
"Fail to yield Right of Way to Pedestrian",7343,7343
"Failure to Signal",1152,1152
"Failure to yield Right of Way to Vehicle",3,3
"Following Too Closely",19,19
"Improper Passing",131,131
"Improper Taxi Pickup",17,17
"Improper Turn",6148,6148
"Improper/Missing Plates",73,73
"Lamps and Other Equipment on Bicycle",1,1
"Motorcycle (Other)",41,41
"Not Giving R of W to Veh.",93,93
"Obstructed Plate",510,510
"One Way Street",247,247
Overheight,0,0
Overlength,3,3
Overweight,1,1
Overwidth,0,0
"Pavement Markings",15,15
"Red Light",5822,5822
"School Bus",117,117
"Scooter In NYC",4,4
"Seat Belt",3765,3765
Speeding,8062,8062
Spillback,76,76
"TBTA Rule",0,0
Tints,2728,2728
"TLC (Other)",0,0
"Truck Route",320,320
Uninspected,182,182
Uninsured,720,720
"Unlicensed Operator",3387,3387
Unregistered,726,726
"Unsafe Lane Change",189,189
"Other Movers",6175,6175
"PATROLTOTAL Movers ",66982,66982
"* All figures are preliminary and subject to change.",,
