"Moving Violations",,
"Brooklyn South",,
" January ",,
"Offense Description","MTD 2020","YTD 2020"
"Backing Unsafely",6,6
"Bike Lane",5,5
"Bus Lane",9,9
"Cell Phone",561,561
"Commercial Veh on Pkwy",14,14
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",2603,2603
"Driving Too Slow",0,0
Equipment,207,207
"Equipment (Other)",2,2
"Excessive Noise",0,0
"Fail to Keep Right",1,1
"Fail to yield Right of Way to Pedestrian",1136,1136
"Failure to Signal",167,167
"Failure to yield Right of Way to Vehicle",1,1
"Following Too Closely",2,2
"Improper Passing",29,29
"Improper Taxi Pickup",1,1
"Improper Turn",713,713
"Improper/Missing Plates",13,13
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",3,3
"Not Giving R of W to Veh.",13,13
"Obstructed Plate",75,75
"One Way Street",19,19
Overheight,0,0
Overlength,1,1
Overweight,0,0
Overwidth,0,0
"Pavement Markings",3,3
"Red Light",1370,1370
"School Bus",27,27
"Scooter In NYC",0,0
"Seat Belt",830,830
Speeding,1117,1117
Spillback,7,7
"TBTA Rule",0,0
Tints,426,426
"TLC (Other)",0,0
"Truck Route",130,130
Uninspected,21,21
Uninsured,99,99
"Unlicensed Operator",538,538
Unregistered,114,114
"Unsafe Lane Change",29,29
"Other Movers",1019,1019
"PBBSTOTAL Movers ",11311,11311
"* All figures are preliminary and subject to change.",,
