"Moving Violations",,
"Transportation Bureau",,
" January ",,
"Offense Description","MTD 2020","YTD 2020"
"Backing Unsafely",7,7
"Bike Lane",6,6
"Bus Lane",77,77
"Cell Phone",250,250
"Commercial Veh on Pkwy",297,297
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",3441,3441
"Driving Too Slow",0,0
Equipment,448,448
"Equipment (Other)",4,4
"Excessive Noise",0,0
"Fail to Keep Right",5,5
"Fail to yield Right of Way to Pedestrian",1119,1119
"Failure to Signal",309,309
"Failure to yield Right of Way to Vehicle",3,3
"Following Too Closely",65,65
"Improper Passing",48,48
"Improper Taxi Pickup",126,126
"Improper Turn",1388,1388
"Improper/Missing Plates",18,18
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",7,7
"Not Giving R of W to Veh.",26,26
"Obstructed Plate",156,156
"One Way Street",249,249
Overheight,16,16
Overlength,10,10
Overweight,13,13
Overwidth,1,1
"Pavement Markings",9,9
"Red Light",409,409
"School Bus",11,11
"Scooter In NYC",0,0
"Seat Belt",586,586
Speeding,8767,8767
Spillback,209,209
"TBTA Rule",0,0
Tints,701,701
"TLC (Other)",0,0
"Truck Route",252,252
Uninspected,115,115
Uninsured,132,132
"Unlicensed Operator",715,715
Unregistered,220,220
"Unsafe Lane Change",206,206
"Other Movers",1430,1430
"TCDTOTAL Movers ",21851,21851
"* All figures are preliminary and subject to change.",,
