70th Precinct,,
 January ,,
070sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,1,1
Brake Lights (Defect.or Improper),0,0
"Bus Lane, Driving in",0,0
Cell Phone,63,63
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,26,26
Disobey Traffic Control Device,109,109
Equipment (Other),0,0
Fail to Keep Right,0,0
Fail to Signal,0,0
Following Too Closely,2,2
Headlights (Defect. or Improper),0,0
Improper Lights,28,28
Improper Passing,5,5
Improper Turn,86,86
Improper/Missing Plates,0,0
Not Giving R of W to Pedes.,36,36
Not Giving R of W to Veh.,19,19
One Way Street,0,0
Pavement Markings,0,0
Safety Belt,74,74
"School Bus, Passing Stopped",1,1
Speeding,39,39
Spillback,3,3
Tinted Windows,134,134
Truck Routes,1,1
U-Turn,0,0
Uninspected,0,0
Uninsured,66,66
Unlicensed Operator,63,63
Unregistered,6,6
Unsafe Lane Change,13,13
Other Movers,13,13
070    TOTAL Movers ,788,788
