84th Precinct,,
 January ,,
084sum,,
"",MTD   2015,YTD   2015
Backing Unsafely,1,1
Brake Lights (Defect.or Improper),7,7
"Bus Lane, Driving in",0,0
Cell Phone,10,10
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Steady Red Signal,23,23
Disobey Traffic Control Device,48,48
Equipment (Other),0,0
Fail to Keep Right,0,0
Fail to Signal,11,11
Following Too Closely,0,0
Headlights (Defect. or Improper),8,8
Improper Lights,0,0
Improper Passing,3,3
Improper Turn,51,51
Improper/Missing Plates,0,0
Not Giving R of W to Pedes.,9,9
Not Giving R of W to Veh.,0,0
One Way Street,3,3
Pavement Markings,19,19
Safety Belt,5,5
"School Bus, Passing Stopped",0,0
Speeding,19,19
Spillback,0,0
Tinted Windows,8,8
Truck Routes,3,3
U-Turn,3,3
Uninspected,0,0
Uninsured,9,9
Unlicensed Operator,12,12
Unregistered,1,1
Unsafe Lane Change,0,0
Other Movers,12,12
084    TOTAL Movers ,265,265
