"Moving Violations",,
"110th Precinct",,
"    June ",,
110sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",3,16
"Bus Lane, Driving in",0,0
"Cell Phone",121,782
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",46,201
"Disobey Traffic Control Device",161,1135
"Equipment (Other)",1,10
"Fail to Keep Right",0,0
"Fail to Signal",26,128
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",2,15
"Improper Lights",1,4
"Improper Passing",1,7
"Improper Turn",20,65
"Improper/Missing Plates",0,13
"Not Giving R of W to Pedes.",86,473
"Not Giving R of W to Veh.",3,14
"OBSTRUCTED PLATE",0,0
"One Way Street",36,80
"Pavement Markings",9,51
"Safety Belt",169,1037
"School Bus, Passing Stopped",19,70
Speeding,62,313
Spillback,1,5
"Tinted Windows",19,156
"Truck Routes",8,37
U-Turn,0,1
Uninspected,1,12
Uninsured,12,76
"Unlicensed Operator",109,642
Unregistered,11,65
"Unsafe Lane Change",1,9
"Other Movers",49,304
"110TOTAL Movers ",977,5726
,,
"* All figures are preliminary and subject to change.",,
