"Moving Violations",,
"Patrol Bureau",,
"    June ",,
patrolsum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",92,647
"Brake Lights (Defect.or Improper)",755,5756
"Bus Lane, Driving in",52,409
"Cell Phone",6373,36042
"Commercial Veh on Pkwy",26,160
"Defective Brakes",10,27
"Disobey Steady Red Signal",4789,26793
"Disobey Traffic Control Device",14027,85465
"Equipment (Other)",438,2208
"Fail to Keep Right",12,96
"Fail to Signal",1515,10990
"Following Too Closely",28,254
"Headlights (Defect. or Improper)",629,5814
"Improper Lights",98,810
"Improper Passing",346,1631
"Improper Turn",6236,39404
"Improper/Missing Plates",376,3328
"Not Giving R of W to Pedes.",3575,20036
"Not Giving R of W to Veh.",325,2064
"OBSTRUCTED PLATE",245,368
"One Way Street",318,1670
"Pavement Markings",786,5368
"Safety Belt",7433,38109
"School Bus, Passing Stopped",139,1891
Speeding,3876,22869
Spillback,196,1192
"Tinted Windows",4481,39339
"Truck Routes",238,1396
U-Turn,253,1853
Uninspected,239,1633
Uninsured,2060,14148
"Unlicensed Operator",4244,25710
Unregistered,875,5249
"Unsafe Lane Change",291,2599
"Other Movers",4850,25975
"PATROLTOTAL Movers ",70226,431303
,,
"* All figures are preliminary and subject to change.",,
