"Moving Violations",,
"67th Precinct",,
"    June ",,
067sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,11
"Brake Lights (Defect.or Improper)",1,36
"Bus Lane, Driving in",5,13
"Cell Phone",92,435
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",113,554
"Disobey Traffic Control Device",185,1136
"Equipment (Other)",0,3
"Fail to Keep Right",0,0
"Fail to Signal",55,275
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",9,54
"Improper Lights",0,4
"Improper Passing",7,30
"Improper Turn",77,428
"Improper/Missing Plates",22,108
"Not Giving R of W to Pedes.",66,557
"Not Giving R of W to Veh.",27,135
"OBSTRUCTED PLATE",0,0
"One Way Street",2,3
"Pavement Markings",7,60
"Safety Belt",156,590
"School Bus, Passing Stopped",1,34
Speeding,89,518
Spillback,6,29
"Tinted Windows",261,2088
"Truck Routes",2,10
U-Turn,3,30
Uninspected,14,91
Uninsured,30,242
"Unlicensed Operator",110,581
Unregistered,30,157
"Unsafe Lane Change",6,14
"Other Movers",121,542
"067TOTAL Movers ",1501,8772
,,
"* All figures are preliminary and subject to change.",,
