"Moving Violations",,
"69th Precinct",,
"    June ",,
069sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,9
"Brake Lights (Defect.or Improper)",6,42
"Bus Lane, Driving in",0,0
"Cell Phone",131,603
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",33,154
"Disobey Traffic Control Device",129,772
"Equipment (Other)",4,14
"Fail to Keep Right",0,0
"Fail to Signal",0,1
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,106
"Improper Lights",0,3
"Improper Passing",13,122
"Improper Turn",50,470
"Improper/Missing Plates",0,32
"Not Giving R of W to Pedes.",59,211
"Not Giving R of W to Veh.",1,5
"OBSTRUCTED PLATE",10,10
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",214,718
"School Bus, Passing Stopped",0,20
Speeding,49,260
Spillback,1,1
"Tinted Windows",219,888
"Truck Routes",4,19
U-Turn,0,1
Uninspected,3,17
Uninsured,19,191
"Unlicensed Operator",46,257
Unregistered,15,75
"Unsafe Lane Change",0,0
"Other Movers",103,394
"069TOTAL Movers ",1116,5395
,,
"* All figures are preliminary and subject to change.",,
